word	sentence	translation	difficulty_rank
défier	Il est plus facile d'éviter que de défier.	It's easier to avoid than to defy.	7636
principalement	Les Japonais mangent principalement du riz.	The Japanese live mainly on rice.	7637
principalement	Je mange principalement des fruits au petit-déjeuner.	I mostly have fruit for breakfast.	7637
principalement	Il s'intéressait principalement à l'origine et l'évolution de l'univers.	He was mainly interested in the origin and development of the universe.	7637
redevable	Je vous suis redevable de m'avoir invité à la fête.	I am grateful to you for inviting me to the party.	7638
redevable	Un fou n'est pas redevable de ses actions.	A madman is not accountable for his actions.	7638
redevable	Vous êtes redevable de la dette.	You are liable for the debt.	7638
nourri	As-tu nourri le chien ce matin ?	Did you feed the dog this morning?	7639
nourri	As-tu nourri le chien ?	Have you fed the dog?	7639
nourri	L'aigle a dû être nourri à la main.	The eagle had to be fed by hand.	7639
enverra	Je crois que Dieu m'enverra le meilleur.	I believe God will send me the best.	7640
ordi	Mon ordi a planté et j'ai tout perdu.	My computer crashed and I lost everything.	7641
ordi	Mon ordi est planté.	My computer crashed.	7641
ordi	Ton ordi a pris toute la place sur la table.	Your PC has taken up all the space on the table.	7641
meute	Les loups vivent en meute.	Wolves live in packs.	7642
meute	Lancez la meute.	Unleash the hounds.	7642
regardée	Quelle émission as-tu regardée hier ?	Which program did you watch yesterday?	7643
regardée	« As-tu regardé la télévision la semaine dernière ? » « Non, je ne l'ai pas regardée. »	"""Did you watch TV last week?"" ""No, I didn't."""	7643
regardée	Il l'a regardée avec impatience.	He looked at her eagerly.	7643
yens	Je n'avais pas plus de mille yens.	I didn't have more than 1,000 yen.	7644
yens	On vous doit mille yens.	A thousand yen is owed to you.	7644
yens	Puis-je changer des yens contre des dollars ici ?	Can I exchange yen for dollars here?	7644
aillent	Il est grand temps que les enfants aillent dormir.	It's high time the children went to bed.	7646
aillent	Il est grand temps que les enfants aillent au lit.	It's high time the children went to bed.	7646
aillent	Je ne veux pas qu'ils s'en aillent.	I don't want them to go away.	7646
dite	C'est la chose la plus stupide que j'ai jamais dite.	That's the stupidest thing I've ever said.	7647
dite	Mais, cette chose n'est dite à personne.	But, that thing is said to no one.	7647
dite	Si j'avais su la vérité, je te l'aurais dite.	Had I known the truth, I would have told it to you.	7647
partais	Je partais de chez moi lorsque Tom m'a téléphoné.	I was leaving home when Tom telephoned me.	7648
partais	Je partais souvent faire du ski en hiver.	I used to go skiing in winter.	7648
partais	Il est venu juste quand je partais.	He came just as I was leaving.	7648
patienter	En raison d'un grand nombre d'appels, nous vous prions de bien vouloir patienter.	Thank you for being patient as we respond to the high volume of calls.	7649
patienter	Veuillez patienter un instant.	Please wait a moment.	7649
patienter	Veuillez patienter un moment. Je vais voir s'il est revenu.	Please hold a moment. I will see if he is back.	7649
coq	Il est passé du coq à l'âne.	He jumped from one subject to another.	7650
coq	Il y a un combat de coq dans la cour.	There's a cockfight in the courtyard.	7650
coq	Tom doit être fier comme un coq.	Tom must be very proud.	7650
œuvres	Ses dernières œuvres sont d'un tout autre registre.	His latest work belongs to a different category.	7651
œuvres	Il donna tout son argent aux œuvres.	He gave away all his money to charity.	7651
œuvres	Il donna tout son argent aux œuvres de charité.	He gave away all his money to charity.	7651
secondaires	La fonction n'a pas d'effets secondaires.	The function has no side effects.	7652
secondaires	Ce médicament n'a pas d'effets secondaires.	This medicine does not have side effects.	7652
secondaires	Ce remède n'a pas d'effets secondaires.	This medicine has no harmful side-effects.	7652
minou	Par ici, minou, minou !	Here, kitty kitty!	7653
minou	Bon minou !	Good cat!	7653
dates	Personne ne peut avoir trois dates de naissance différentes.	No one can have three different birth dates.	7654
dates	Tu devras apprendre toutes ces dates par cœur.	You'll have to learn all these dates by rote.	7654
dates	Vous devrez apprendre toutes ces dates par cœur.	You'll have to learn all these dates by rote.	7654
emmerder	Ces vaches ont l'air de s'emmerder.	These cows look bored.	7655
emmerder	Tu commences à m'emmerder.	You're beginning to annoy me.	7655
pouces	Mon fils a grandi de cinq pouces l'année dernière.	My son grew 5 inches last year.	7657
pouces	Sa taille mesure 24 pouces.	Her waist measures 24 inches.	7657
pouces	Tom est trois pouces plus grand que sa femme.	Tom is three inches taller than his wife is.	7657
anéantir	On finit toujours par vouloir anéantir son prochain. Voilà, le triste sort de l'humanité.	In the end, one always ends up wishing to annihilate one's fellow man. Therein lies the sad fate of humanity.	7659
anéantir	Il est en train d'anéantir tout ce que nous avons accompli au fil des ans.	He is obliterating everything we have accomplished over the years.	7659
rentrait	Il a été agressé alors qu'il rentrait chez lui tard dans la nuit.	He was attacked as he was returning home late at night.	7660
rentrait	La femme rentrait chez elle.	The woman was going home.	7660
rentrait	Le tueur l'attendait : il l'avait suivie, sachant qu'elle rentrait chez elle.	The killer was waiting for her: he had followed her, knowing that she was going home.	7660
fourrure	La raison pour laquelle notre fourrure est marron est que cela a permis à nos ancêtres les singes de se cacher parmi les noix de coco.	The reason our hair is brown is that it enabled our monkey ancestors to hide amongst the coconuts.	7661
fourrure	L'intérieur de son manteau est en fourrure.	Her coat is fur on the inside.	7661
fourrure	Vous ne devriez pas porter de manteau de fourrure.	You should not wear a fur coat.	7661
demandera	Peu importe ce qu'il te demandera, tu ne dois pas répondre.	Whatever he asks you, you mustn't answer.	7662
demandera	Dis à Tom qu'il doit faire tout ce que Marie lui demandera.	Tell Tom he has to do everything Mary asks him to do.	7662
demandera	Dites à Tom de faire tout ce que Marie lui demandera.	Tell Tom he has to do everything Mary asks him to do.	7662
fût	Bien qu'il fût épuisé, il devait reprendre le travail.	Even though he was exhausted, he had to go back to work.	7663
fût	Je ne vous ai de ma vie entendu dire du mal de qui que ce fût.	I never heard you speak ill of a human being in your life.	7663
fût	Elle fut surprise qu'il fût déjà si tard.	She was surprised that it was that late.	7663
mule	Qui ne s'aventure, n'a cheval ni mule.	Nothing ventured, nothing gained.	7664
mule	Êtes-vous jamais monté à dos de mule ?	Have you ever ridden a mule?	7664
mule	Êtes-vous jamais montée à dos de mule ?	Have you ever ridden a mule?	7664
fourmis	Les gens ont l'air de fourmis.	People look like ants.	7665
fourmis	Les fourmis travaillent dur tout l'été.	Ants work hard all summer.	7665
fourmis	Il veut se débarrasser des fourmis.	He wants to get rid of the ants.	7665
terrasse	Sa grand-mère l'a terrassé.	His grand-mother knocked him down.	7666
terrasse	Vous pouvez fumer seulement en terrasse.	You can only smoke on the patio.	7666
terrasse	J'ai pensé que nous pourrions manger dehors sur la terrasse.	I thought we could eat out on the patio.	7666
chorale	Tom a chanté dans la chorale de l'église.	Tom sang in the choir at church.	7667
chorale	Je fais partie de la chorale.	I'm a member of the glee club.	7667
chorale	Le garçon ne voulait pas chanter dans une chorale.	The boy did not want to sing in a choir.	7667
occasions	J'ai eu plusieurs occasions de parler anglais.	I have had several occasions for speaking English.	7668
occasions	Elle a saisi toutes les occasions pour améliorer son anglais.	She availed herself of every opportunity to improve her English.	7668
occasions	Je l'ai rencontré à plusieurs occasions.	I met him on several occasions.	7668
cavalerie	La cavalerie arrive.	Here comes the cavalry.	7669
menthe	Les chats aiment la menthe de chat.	Cats like catnip.	7670
menthe	Tu veux un bonbon à la menthe ?	Would you like a mint?	7670
menthe	Il a arraché quelques feuilles de menthe et les a mises dans sa bouche.	He yanked off a few mint leaves and put them in his mouth.	7670
climat	De façon générale, le climat du Japon est plutôt doux.	Generally speaking, the climate of Japan is mild.	7672
climat	D'une façon générale, le climat est doux ici.	Generally speaking, the climate here is mild.	7672
climat	Dans l'ensemble, le Japon a un climat doux.	Generally speaking, the climate of Japan is mild.	7672
floride	La Floride est connue pour son climat humide et lourd.	Florida is known for its humid, muggy weather.	7672
installation	En ce qui concerne la nouvelle installation au Brésil, nous n'avons pas encore pris de décision.	Regarding the new facility in Brazil we have not made a decision yet.	7673
installation	L'installation est maintenant terminée.	The installation is now complete.	7673
installation	L'installation du jeu m'a pris deux heures.	The game's installation took me two hours.	7673
verser	Pourquoi faut-il que le plus grand crime et la plus grande gloire soient de verser le sang d'un homme ?	Why is it that the greatest crime and the greatest glory are to shed a man's blood?	7674
verser	Pourrais-tu me verser une tasse de café ?	Would you please pour me a cup of coffee?	7674
verser	Personne ne va verser de larmes si ce vieux bâtiment est détruit.	Nobody's going to shed any tears if that old building gets torn down.	7674
stressé	Je me sens stressé.	I'm feeling stressed.	7675
stressé	Quand je suis stressé, je me mets à cuisiner pendant des heures.	When I'm stressed, I start cooking for hours.	7675
stressé	Je ne peux pas dormir quand je suis stressé.	I can't sleep when I'm stressed out.	7675
solutions	S'il n'y a pas de solutions, c'est qu'il n'y a pas de problème.	If there's no solution, it's because there's no problem.	7676
solutions	Quand tu as une attitude positive, tu cherches des solutions aux problèmes que tu peux gérer, et tu ignores les choses qui sont hors de ton contrôle.	If you have a positive attitude, you are looking for ways to solve the problems that you can solve, and you are letting go of the things over which you have no control.	7676
solutions	Il n'y a pas de problèmes, il n'y a que des solutions.	There are no problems; there are only solutions.	7676
secte	Il appartient à une secte.	He is a member of a cult.	7677
secte	Elle appartient à une secte.	She is a member of a cult.	7677
secte	Quel est la différence entre une religion et une secte?	What's the difference between a religion and a cult?	7677
foncé	Elle portait des chaussures brun foncé.	She was wearing dark brown shoes.	7679
foncé	Je préfère le rouge foncé.	I like dark red better.	7679
foncé	Il avait les cheveux brun foncé.	He had dark brown hair.	7679
corrompu	Un homme de volonté ne peut être corrompu.	A man of strong will is not subject to corruption.	7680
corrompu	Le fichier est corrompu.	The file is corrupt.	7680
corrompu	Ce gouvernement est corrompu.	This government is corrupt.	7680
frappes	Avec quoi vous ont-ils frappés ?	What did they hit you with?	7681
frappes	Avec quoi vous ont-elles frappés ?	What did they hit you with?	7681
frappes	Avec quoi avez-vous été frappés ?	What did you get hit with?	7681
insecte	Cet insecte est toujours vivant.	The bug is still alive.	7682
insecte	L'insecte a soif.	The bug is thirsty.	7682
insecte	Il veut écraser l'insecte.	He wants to squish the bug.	7682
capture	Un aigle ne capture pas de mouches.	The eagle does not catch flies.	7683
capture	La capture du prince par le roi a conduit à une autre guerre.	The capture of the prince by the king led to another war.	7683
capture	Si le joueur a plus d'une possibilité de capture, il doit exécuter le coup qui capture le plus grand nombre de pièces.	If the player has more than one possibility of capturing, he must execute the move that captures the greatest number of pieces.	7683
vulnérable	Si un groupe de pierres ne peut pas faire plus d'un œil, alors il est vulnérable à la capture, car il ne peut pas se défendre.	If a group of stones cannot make more than one eye, then it is vulnerable to capture as it cannot defend itself.	7683
extrait	Le dentiste m'a extrait ma mauvaise dent.	The dentist pulled my bad tooth.	7684
extrait	Les médecins ont extrait la balle.	Doctors removed the bullet.	7684
extrait	L'ADN est extrait à partir d'un échantillon de sang.	DNA is extracted from a blood sample.	7684
prêtres	Quand ils n'ont plus de prêtres, les dieux deviennent très faciles à vivre.	When they no longer have priests, the gods become very easy to conjure.	7685
prêtres	Avant, les prêtres disaient la messe en latin.	Before, the priests used to say mass in Latin.	7685
prêtres	Il faut avoir une religion et ne pas croire aux prêtres ; comme il faut avoir du régime et ne pas croire aux médecins.	People must have a religion, and not believe in priests, just as they must have a diet and not believe in physicians.	7685
sentence	Cette sentence n'est pas en anglais.	This sentence is not in English.	7686
sentence	La sentence est la mort.	The penalty is death.	7686
généreuse	Il est de nature généreuse.	He has a generous nature.	7687
généreuse	C'est par nature une personne généreuse.	He is by nature a generous person.	7687
généreuse	Mère Nature est généreuse.	Mother Nature is generous.	7687
religieuse	Il n'a aucune conscience religieuse.	He has no religious mind.	7688
religieuse	J'ai perdu ma foi religieuse.	I've lost my religious faith.	7688
religieuse	Vous êtes très religieuse, n'est-ce pas ?	You're very religious, aren't you?	7688
supposer	On doit supposer que tout ce qu'on fait en ligne est public.	You should assume that anything you do online is public.	7691
supposer	Tu devrais supposer que nous n'aurons pas assez d'argent pour acheter tout ce que nous voulons.	You should assume that we won't have enough money to buy everything we want.	7691
supposer	Tu devrais supposer que Tom est déjà au courant du problème.	You should assume that Tom already knows about the problem.	7691
attrapez	Attrapez-le !	Get him!	7692
attrapez	Attrapez mon fusil !	Get my rifle.	7692
attrapez	Attrapez ça !	Grab that.	7692
compagnons	Je suis parti avec deux compagnons de voyage.	I started with two traveling companions.	7693
compagnons	Tom et John sont compagnons de cellule.	Tom and John are cellmates.	7693
compagnons	Les amis sont des compagnons de voyage, qui nous aident à avancer sur le chemin d'une vie plus heureuse.	Friends are fellow travelers helping us move forward on the way to a happier life.	7693
employée	Je suis employée de banque.	I'm a bank clerk.	7694
employée	Chaque patron a son employé ou employée préféré.	Every boss has his or her favorite employee.	7694
employée	Je suis une employée de bureau.	I'm a female office worker.	7694
reproche	On lui a reproché d'avoir menti à propos de cette histoire.	He was accused of having lied about the affair.	7695
reproche	Je ne te le reproche pas.	I don't blame you.	7695
reproche	Je ne vous le reproche pas.	I don't blame you.	7695
connasse	Quelle connasse !	What an asshole!	7696
connasse	Quelle connasse !	What a prick!	7696
connasse	C'est une connasse sans cœur !	She's a cold-hearted bitch.	7696
scoop	C'est quoi le scoop sur ton nouveau petit ami ?	What's the scoop on your new boyfriend?	7697
scoop	Ce n'est pas un scoop.	This isn't news.	7697
boucler	C'est la loi : vous devez toujours boucler votre ceinture de sécurité en voiture ou en avion.	It's the law: always buckle your safety belt in cars and airplanes.	7698
boucler	Il faut boucler le dossier au plus vite.	This should be wrapped up as soon as possible.	7698
boucler	Elle aurait dû la boucler.	She should have kept her mouth shut.	7698
sinistre	D'après l'expression sinistre du docteur, il était clair qu'il avait de sombres nouvelles pour le patient.	From the doctor's grim expression, it was clear he had somber news for the patient.	7700
sinistre	C'est un endroit sinistre.	It's a dreary place.	7700
morgue	Ça doit vraiment être sinistre de travailler dans une morgue.	It must be really creepy to work in a morgue.	7700
sinistre	Ça doit vraiment être sinistre de travailler dans une morgue.	It must be really creepy to work in a morgue.	7700
pauvreté	Il a honte de la pauvreté de son père.	He is ashamed of his father being poor.	7701
pauvreté	La pauvreté est, dans un sens, une bénédiction.	Poverty is, in a sense, a blessing.	7701
pauvreté	Comment a-t-il fait pour vivre dans une telle pauvreté ?	How did he make his living in such poverty?	7701
plaider	Mon client souhaite plaider coupable.	My client wants to plead guilty.	7702
épais	Le sang est plus épais que l'eau.	Blood is thicker than water.	7703
épais	Je ne peux pas finir de lire ce livre épais en une semaine.	I cannot finish reading this thick book in a week.	7703
épais	Notre avion n'a pas pu atterrir en raison d'un épais brouillard.	Our plane couldn't land on account of the dense fog.	7703
bourbon	Le bourbon est fait à partir de maïs.	Bourbon is made from corn.	7704
bourbon	Veux-tu un bourbon ?	Do you want some bourbon?	7704
obligations	J'ai déjà des obligations à 10 heures.	I have a previous engagement at ten.	7705
obligations	Mes obligations quant au lavage de vaisselle sont un grand fardeau pour moi.	My dish-washing duties are a heavy burden.	7705
obligations	Quelles sont vos obligations ?	What are your duties?	7705
mortels	Tous les êtres humains sont mortels.	All human beings are mortal.	7706
mortels	Nous savons que tous les hommes sont mortels.	We know that all men are mortal.	7706
mortels	Tous les hommes sont mortels.	All men are mortal.	7706
gangster	"""Hé toi, la ferme ! Tu parles trop"", dit le gangster."	"""Hey, you shut up! You talk too much,"" the gangster said."	7707
gangster	Ton fils est un gangster.	Your son is a gangster.	7707
gangster	Tom est un gangster.	Tom is a gangster.	7707
tait	Quand je parle, on se tait et on m'écoute !	When I speak, you be quiet and listen!	7708
tait	Tom se tait.	Tom is being quiet.	7708
paquets	Tom fume trois paquets de cigarettes par jour.	Tom smokes three packs of cigarettes a day.	7709
paquets	Tom a fumé au moins deux paquets de cigarettes.	Tom smoked at least two packs of cigarettes.	7709
paquets	Peux-tu me ramener deux paquets de sucre de l'armoire ?	Can you fetch me two bags of sugar from the cupboard?	7709
cuisinière	Ma mère est une très bonne cuisinière.	My mother is a very good cook.	7710
cuisinière	Ma femme est tout sauf une bonne cuisinière.	My wife is anything but a good cook.	7710
cuisinière	On m'a dit que vous étiez bonne cuisinière.	I hear you are good at cooking.	7710
habites	Où habites-tu ?	Where do you live?	7711
habites	Je sais où tu habites.	I know where you live.	7711
habites	Habites-tu dans la ville ?	Do you live in the city?	7711
liés	Il est pieds et poings liés.	He's bound hand and foot.	7712
poings	Il est pieds et poings liés.	He's bound hand and foot.	7712
liés	Le voleur était pieds et poings liés.	The thief was bound hand and foot.	7712
poings	Le voleur était pieds et poings liés.	The thief was bound hand and foot.	7712
poings	Le bébé dort à poings fermés.	The baby is fast asleep.	7712
appliquer	Les lois étaient très difficiles à appliquer.	The laws were very difficult to enforce.	7714
appliquer	Ne pouvez-vous pas y appliquer une petite remise ?	Can't you discount it a little?	7714
appliquer	Vous ne pouvez pas appliquer cette règle dans tous les cas.	You can't apply this rule to every case.	7714
ignorent	Les hommes ignorent tout des femmes.	Men know nothing about women.	7715
ignorent	Le seul secret que gardent les femmes, c'est celui qu'elles ignorent.	The only secret that women can keep is the one they don't know about.	7715
ignorent	Mes amis ignorent où je me trouve.	My friends don't know where I am.	7715
commencera	À quelle heure la partie commencera-t-elle ?	What time will the game start?	7716
commencera	La leçon commencera lundi.	The lesson will begin on Monday.	7716
commencera	Quand commencera la réunion ?	How soon will the meeting begin?	7716
brèche	Il y eu une grande brèche dans l'affaire.	There was another big break in the case.	7717
brèche	Ils ont fait une brèche dans le mur.	They made a breach in the wall.	7717
brèche	J'ai utilisé une masse pour réaliser une brèche dans le mur.	I used a sledgehammer to make a hole in the wall.	7717
chaton	Finalement elle a choisi un autre chaton.	Finally, she chose another kitten.	7718
chaton	Journaliste : Lui avez-vous acheté un chaton ?	Reporter: Did you buy her a kitten?	7718
chaton	Le chaton voulait entrer.	The kitten wanted in.	7718
embarque	Le président embarque dans la voiture.	The president is getting into the car.	7719
embarque	Qui n'embarque pas n'aura pas le mal de mer.	He who does not embark will not get seasick.	7719
préférable	Il aurait été préférable que tu ne dises pas ce genre de choses.	It would have been better if you had left it unsaid.	7720
préférable	Il est préférable qu'il arrive là-bas d'ici demain.	It is preferable that he gets there by tomorrow.	7720
préférable	Il est préférable d'obtenir le conseil de votre avocat.	Better to get advice from your lawyer.	7720
téléphoniques	Il est préférable d'utiliser les appels téléphoniques à l'international pour communiquer seulement d'individu à individu.	It's best to make international calls person to person.	7720
bandit	Ce type est un bandit.	This guy is a bandit.	7721
bandit	Bandit !	Bandit!	7721
marks	J'ai gagné 80 marks sur un maximum de 100.	I got 80 marks out of a maximum of 100.	7722
marks	Ce vieux billet de dix marks n'est plus valable depuis déjà longtemps.	This old ten-mark bill hasn't been valid for a long time.	7722
musulmans	Juifs, chrétiens et musulmans, nous sommes tous fils de Dieu.	Jews, Christians and Moslems, we all are children of God.	7723
musulmans	Il a choisi des noms musulmans pour ses enfants.	He chose Muslim names for his children.	7723
musulmans	Les musulmans regardent la télévision.	Muslims watch TV.	7723
clowns	J'ai peur des clowns.	I have a fear of clowns.	7724
clowns	Arrêtez de faire les clowns !	Stop clowning around!	7724
bandes	Bandes de clowns !	Clowns!	7724
clowns	Bandes de clowns !	Clowns!	7724
harmonie	Les Japonais vivent en harmonie avec la nature.	The Japanese live in harmony with nature.	7725
harmonie	Il est en harmonie avec tous ses camarades.	He is in harmony with all his classmates.	7725
harmonie	Il n'est point utile d'être écrivain si l'on n'est pas en harmonie avec le monde dans lequel on vit.	It is no use being a writer if one is not in sympathy with the world in which one is living.	7725
laisserait	Elle me laisserait crever la gueule ouverte.	She wouldn't even piss on me if I were on fire.	7727
laisserait	Il me laisserait l'aider.	He would let me help him.	7727
laisserait	Tom ne laisserait personne lui venir en aide.	Tom wouldn't let anybody help him.	7727
franchi	Vous avez franchi la ligne.	You crossed the line.	7728
franchi	Tu as franchi la ligne.	You crossed the line.	7728
franchi	Tom a franchi la frontière française.	Tom crossed the border into France.	7728
périmètre	Comment avez-vous franchi le périmètre ?	How did you get past the perimeter?	7728
insister	Je veux insister sur ce point en particulier.	I want to emphasize this point in particular.	7729
insister	Il me faut insister.	I must insist.	7729
insister	Je dois insister.	I must insist.	7729
hostile	Je n'apprécie guère son comportement hostile.	I dislike her unfriendly attitude.	7730
hostile	Elle m'est hostile.	She is hostile to me.	7730
hostile	Elle avait une attitude hostile.	She had an unfriendly attitude.	7730
trempé	Heureusement, personne n'a été trempé.	Luckily nobody got wet.	7731
trempé	J'ai été trempé par la pluie.	I was caught in the rain and got wet.	7731
trempé	Il était trempé des pieds à la tête.	He was wet all over.	7731
réalisez	Réalisez-vous ce que vous venez de dire ?	Do you realize what you just said?	7732
réalisez	Réalisez vos rêves.	Make your dreams come true.	7732
réalisez	Réalisez-vous ce que ça veut dire ?	Do you realize what this means?	7732
décroché	Il a décroché un nouveau boulot.	He got a new job.	7733
décroché	Il a décroché le premier prix.	He got the first prize.	7733
décroché	Mon frère aîné a décroché un poste dans une grosse boîte.	My older brother got a position in a big business.	7733
craignez	Ne craignez pas de faire des erreurs.	Don't worry about making mistakes.	7734
craignez	Ne craignez rien.	Fear nothing.	7734
craignez	Ne craignez jamais de vous faire des ennemis ; si vous n'en avez pas, c'est que vous n'avez rien fait.	Don't be afraid to make enemies; if you don't have any, it's that you have done nothing.	7734
intermédiaire	J'ai fait sa connaissance par l'intermédiaire de l'un de mes amis.	I got to know her through one of my friends.	7735
intermédiaire	Dan a servi d'intermédiaire.	Dan was used as a go-between.	7735
intermédiaire	J'étais l'intermédiaire.	I was the go-between.	7735
prophétie	Elle a un don de prophétie.	She has a gift for prophecy.	7736
prophétie	Il avait le don de prophétie.	He had the gift of prophecy.	7736
prophétie	L'expérience est la seule prophétie des hommes sages.	Experience is the only prophecy of wise men.	7736
activé	Il a activé la machine.	He activated the machine.	7737
activé	Le système s'est activé.	The system activated.	7737
activé	Elle activé le compte.	She activated the account.	7737
utilité	Ses conseils ne sont d'aucune utilité.	His advice is of no use.	7738
utilité	Je suis sûr que ce livre sera d'une grande utilité pour toi.	I am sure this book will be of great use to you.	7738
utilité	Votre suggestion n'est d'aucune utilité pratique.	Your suggestion is of no practical use.	7738
tremblement	J'étais en train de jouer quand j'ai senti un tremblement de terre.	I was playing a game when I felt an earthquake.	7739
tremblement	As-tu senti un tremblement de terre la nuit dernière ?	Did you feel an earthquake last night?	7739
tremblement	D'après le journal, il y a eu un grand tremblement de terre au Chili hier.	According to today's paper, there was a big earthquake in Chile yesterday.	7739
mexico	D'après les journaux il y a eu un tremblement de terre à Mexico.	According to the newspaper there was an earthquake in Mexico.	7739
habitait	Il habitait ici autrefois.	He used to live here.	7740
habitait	Elle habitait la banlieue de Tokyo quand elle était jeune.	She lived in the suburbs of Tokyo when she was young.	7740
habitait	J'ai demandé où elle habitait.	I asked where she lived.	7740
utilisés	Les ordinateurs sont utilisés pour envoyer des messages par courrier électronique.	Computers are used to send messages by e-mail.	7741
utilisés	Des robots sont utilisés pour faire les voitures.	Robots are used to manufacture cars.	7741
utilisés	Les œufs peuvent être utilisés comme armes.	Eggs can be used as weapons.	7741
standard	Ces mots ne font pas partie du langage standard, mais sont largement utilisés et acceptés.	These words aren't part of standard language, but are largely used and accepted.	7741
cite	Il cite souvent la Bible.	He often quotes the Bible.	7742
cite	Cite-moi un exemple.	Quote me an example.	7742
cite	L'article ne cite pas la source.	The article doesn't cite the source.	7742
placée	En raison de vos symptômes, vous devez être placée en isolement médical temporaire.	Because of your symptoms, you must be temporarily medically isolated.	7743
placée	À cause de tes symptômes, tu dois être placée en isolement médical temporaire.	Because of your symptoms, you must be temporarily medically isolated.	7743
hallucinations	Toutes les choses que tu as vues n'étaient que des hallucinations.	All the things you saw were hallucinations.	7744
hallucinations	Tom a des hallucinations.	Tom's hallucinating.	7744
hallucinations	J'ai peut-être des hallucinations.	Maybe I'm having hallucinations.	7744
filez	Filez !	Run for it!	7746
filez	Filez dans votre voiture !	Get into your car.	7746
immatriculation	Il doit payer pour faire refaire sa plaque d'immatriculation.	He must pay to have his registration plate re-made.	7747
immatriculation	Dan a photographié la plaque d'immatriculation.	Dan took a picture of the license plate.	7747
immatriculation	La police a vérifié la plaque d'immatriculation de la voiture.	The police verified the car's license plate.	7747
plaques	Gabriel conduisait un camion sans plaques d'immatriculation.	Gabriel drove a truck that didn't have license plates on.	7747
entres	Soit tu sors soit tu entres.	Either go out or come in.	7748
entres	Pourquoi n'entres-tu pas ?	Why don't you come in?	7748
entres	Entres-tu ou pas ?	Are you coming in or not?	7748
excitation	Son cœur battait d'excitation.	Her heart was throbbing with excitement.	7749
excitation	Je pouvais à peine contenir mon excitation.	I could barely contain my excitement.	7749
excitation	J'ai à peine pu contenir mon excitation.	I could barely contain my excitement.	7749
allumettes	Ben a appris à faire du feu sans allumettes.	Ben learned to make a fire without matches.	7750
allumettes	Elle a appris à son enfant à ne jamais jouer avec des allumettes.	She taught the child never to play with matches.	7750
allumettes	Tu as gardé toutes tes dents de lait dans cette boîte d’allumettes ? C’est dégoûtant !	You saved all your baby teeth in this matchbox? That's gross!	7750
décollage	Ils disent que la plupart des accidents d'avion ont lieu à l'atterrissage ou au décollage.	They say most airplane accidents occur at landing or takeoff stages.	7751
décollage	Le décollage est plus facile que l'atterrissage.	Taking off is easier than landing.	7751
décollage	Votre décollage est confirmé.	You are cleared for takeoff.	7751
embauche	Il a été le premier homme avec qui j'ai eu un entretien d'embauche.	He was the first man I interviewed for the job.	7752
embauche	Pouvez-vous me fournir une bonne raison pour que je vous embauche ?	Can you give me a good reason why I should hire you?	7752
embauche	Étiez-vous nerveux au cours de l'entretien d'embauche?	Were you nervous during the job interview?	7752
asie	Je suis intéressé par l'histoire de l'Asie.	I am interested in Asian history.	7753
asie	L'Asie est beaucoup plus grande que l'Australie.	Asia is much larger than Australia.	7753
asie	Il est revenu de son voyage en Asie centrale.	He's back from his travels in Central Asia.	7753
sourcils	Il a les plus gros sourcils que j'ai jamais vus.	He's got the biggest eyebrows I've ever seen.	7754
sourcils	Ils n’avaient pas de barbe, pas de cheveux, pas de sourcils.	They had no beards, no hair and no eyebrows.	7754
sourcils	Vos sourcils ont l'air bizarres.	Your eyebrows look weird.	7754
close	Apparemment, le meurtre a eu lieu en chambre close.	Apparently, the murder happened in a locked room.	7755
close	La réunion était pour ainsi dire close.	The meeting was all but over.	7755
close	La porte est restée close.	The door remained closed.	7755
montréal	Mon rêve est d'étudier le français à Montréal.	My dream is to study French in Montreal.	7757
montréal	J'ai pris un vol de nuit de Montréal à Paris. Je suis épuisé.	I took a red-eye from Montreal to Paris. I'm exhausted.	7757
amical	Tout le monde est amical avec elle.	Everyone is friendly to her.	7758
amical	Il est très amical avec nous.	He is very friendly to us.	7758
amical	Il se montre très amical à mon égard.	He is very friendly toward me.	7758
quarante	Quarante ans ont passé.	Forty years passed.	7759
quarante	Vous me donnez quarante ans ? Vous êtes loin du compte.	Do you take me for forty? You are wide of the mark.	7759
quarante	Il n'a pas tout à fait quarante ans.	He is still on the right side of forty.	7759
prendront	Si vous prenez soin des petites choses, les grandes choses prendront soin d'elles-mêmes.	If you take care of the small things, the big things will take care of themselves.	7760
prendront	Un jour, les robots prendront le contrôle, soyez-en sûr.	The robots will gain control one day, be sure of that.	7760
prendront	Ils prendront le contrôle de la situation.	They'll take control of the situation.	7760
avances	Elle lui fit des avances, un sourire aux lèvres.	She approached him with a smile on her face.	7761
avances	Elle lui a fait des avances, un sourire aux lèvres.	She approached him with a smile on her face.	7761
avances	Tu avances.	You're making progress.	7761
froc	Je pense que je vais chier dans mon froc.	I think I'm gonna shit myself.	7762
froc	Ça me fait chier dans mon froc.	It scares the shit out of me.	7762
froc	Il a presque fait dans son froc quand il a vu cette araignée.	He almost pooped his pants when he saw that spider.	7762
berceau	Le bébé dans le berceau est très mignon.	The baby in the cradle is very pretty.	7763
berceau	Un bébé dort dans le berceau.	A baby is sleeping in the cradle.	7763
berceau	Le berceau est aussi neuf que le nouveau-né couché dedans.	The cradle is as brand new as the born babe lying in it.	7763
