rank	word	pos	en
7358	luminoasă	adj	indefinite nominative/accusative feminine singular of luminos
7359	voluntară	adj	nominative/accusative feminine of voluntar
7360	zburător	noun	flyer
7361	strigăt	noun	shout, yell, cry, outcry
7362	purtător	noun	bearer, carrier
7363	agonie	noun	agony
7364	preliminare	noun	precalculation
7365	complici	verb	second-person singular present indicative/subjunctive of complica
7366	atomică	adj	indefinite feminine nominative/accusative singular of atomic
7367	cota	verb	to quote, list
7368	vrăjitorie	noun	witchcraft
7369	electronică	noun	electronics
7370	exprime	verb	third-person singular/plural present subjunctive of exprima
7371	excitant	adj	exciting
7372	fruct	noun	fruit (part of plant)
7373	ruginit	adj	rusted, rusty, covered in rust
7374	scriitori	noun	plural of scriitor
7375	sedativ	noun	sedative
7376	regiment	noun	regiment
7377	negociat	verb	past participle of negocia
7378	exactitate	noun	accuracy
7379	cost	verb	first-person singular present indicative/subjunctive of costa
7380	prepara	verb	to prepare; to cook
7381	câmpuri	noun	fields (plural of câmp, n. “field”)
7382	săracii	noun	definite nominative/accusative plural of sărac
7383	antarctica	name	Antarctica
7384	experiență	noun	experience
7385	uri	noun	plural of ură
7386	fracturat	adj	fractured
7387	maturizat	adj	matured
7388	vocale	adj	feminine/neuter plural of vocal
7389	momentului	noun	definite dative/genitive singular of moment
7390	trenului	noun	definite genitive/dative singular of tren
7391	sclavă	noun	slavess (female slave)
7392	frână	noun	brake
7393	ici	adv	synonym of aici (“here”)
7394	închiria	verb	to rent
7395	cuțit	noun	knife
7396	componente	noun	indefinite plural of component
7397	chimioterapie	noun	chemotherapy
7398	impas	noun	impasse
7399	câmpului	noun	definite genitive/dative singular of câmp
7400	mătură	noun	broom
7401	vileag	noun	world; people
7402	ananas	noun	pineapple (plant, fruit)
7403	ghimbir	noun	ginger
7404	bărbie	noun	chin
7405	bici	noun	whip, horsewhip, scourge
7406	observam	verb	first-person singular/plural imperfect indicative of observa
7407	tulbura	verb	to upset, agitate, trouble, perturb, disturb
7408	ambalaj	noun	wrapping, packaging (material used to pack something)
7409	exprimare	noun	expression
7410	înmuiat	adj	softened; wet
7411	cerule	noun	vocative singular of cer
7412	draci	noun	plural of drac
7413	babord	noun	port (left-hand side of a vessel)
7414	salam	noun	salami
7415	imaginar	adj	imaginary
7416	părți	noun	plural; genitive/dative singular
7417	conservator	adj	conservative
7418	servită	noun	an exam sheet prepared at home in order to cheat
7419	individual	adj	individual
7420	prindere	noun	catch
7421	acvariu	noun	aquarium
7422	convorbire	noun	conversation; talk
7423	foloseam	verb	first-person singular/plural imperfect indicative of folosi
7424	nonsens	noun	nonsense
7425	terenurile	noun	nominative/accusative definite plural of teren (“terrain”)
7426	opriți	adj	masculine plural of oprit
7427	land	noun	land (German and Austrian province)
7428	congresman	noun	congressman
7429	încarc	verb	first-person singular present indicative/subjunctive of încărca
7430	3-a	adj	abbreviation of treia
7431	sorti	verb	to destine; to foredoom, predestinate
7432	culme	noun	peak, top, apex, summit
7433	transformam	verb	first-person singular/plural imperfect indicative of transforma
7434	procuratură	noun	office of public prosecution
7435	parlament	noun	parliament (elected political institution)
7436	teroristă	noun	a terrorist woman
7437	sclavie	noun	slavery, thralldom, bondage
7438	flăcău	noun	lad, youth; bachelor, single or unmarried man
7439	grei	adj	nominative/accusative/genitive/dative indefinite masculine plural of greu
7440	glasul	noun	nominative definite singular articulation of glas
7441	returnat	adj	returned
7442	tomografie	noun	tomography
7443	sacou	noun	blazer
7444	oboseală	noun	tiredness, fatigue, weariness
7445	neoprit	adj	unstoppable
7446	coliziune	noun	collision
7447	frunză	noun	leaf
7448	partide	noun	indefinite plural of partid (“political party”)
7449	sold	noun	balance
7450	nan	noun	dwarf
7451	morocănos	adj	grumpy
7452	alunecos	adj	slippery
7453	disco	adj	disco
7454	ligă	noun	league
7455	elevă	noun	female equivalent of elev: schoolgirl, female student
7456	atârnat	adj	hung, suspended
7457	batalion	noun	battalion
7458	pion	noun	pawn
7459	aluminiu	noun	aluminium, aluminum (chemical element)
7460	programa	verb	to program
7461	terci	noun	gruel, porridge
7462	curba	verb	to bend
7463	pastă	noun	paste; dough
7464	reduc	verb	first-person singular present indicative/subjunctive
7465	captură	noun	capture
7466	plouat	adj	rained
7467	simptom	noun	symptom
7468	topi	verb	to melt (something)
7469	trusă	noun	kit
7470	lipi	verb	to stick, glue; to stick, adhere
7471	silva	noun	definite singular nominative of silvă
7472	aerisire	noun	airing, aeration, airing out, ventilation
7473	faptelor	noun	definite genitive/dative plural
7474	pieri	verb	to perish, die; to disappear, vanish
7475	murdărie	noun	dirt, filth, grime
7476	funcționa	verb	to function
7477	gena	noun	definite nominative/accusative singular of genă
7478	debara	noun	storeroom
7479	fulgere	verb	third-person singular/plural present subjunctive of fulgera
7480	faimă	noun	fame, renown, reputation, luster, name
7481	astm	noun	asthma
7482	vizionare	noun	viewing
7483	genera	verb	to generate
7484	împotrivi	verb	to resist
7485	bestial	adj	bestial, animal
7486	distragere	noun	distraction
7487	caviar	noun	caviar
7488	curentă	adj	indefinite feminine nominative/accusative singular of curent
7489	stânjenitor	adj	embarrassing
7490	colaborare	noun	collaboration
7491	întâlnea	verb	third-person singular imperfect indicative of întâlni
7492	travaliu	noun	hard work; childbirth labor
7493	montat	adj	mounted
7494	strâmb	adj	crooked, bent
7495	zboruri	noun	plural of zbor
7496	mărul	noun	definite nominative/accusative singular of măr
7497	abătut	adj	downcast; sick
7498	sângereze	verb	third-person singular/plural present subjunctive of sângera
7499	boxa	verb	to box
7500	alinare	noun	relief
7501	gigantic	adj	giant
7502	discuție	noun	discussion
7503	supraviețui	verb	to survive, to endure, to last
7504	concurent	adj	concurrent
7505	analizez	verb	first-person singular present indicative/subjunctive of analiza
7506	specialitate	noun	speciality
7507	server	noun	server
7508	citea	verb	third-person singular imperfect indicative of citi
7509	revăzut	adj	revised; seen again
7510	freci	verb	second-person singular present indicative/subjunctive of freca
7511	primită	adj	feminine singular of primit
7512	laba	noun	definite nominative/accusative singular of labă
7513	albină	noun	bee
7514	convoi	noun	convoy
7515	cartel	noun	cartel
7516	tocană	noun	stew
7517	sultan	noun	sultan
7518	englezesc	adj	English; Englishly
7519	ms	intj	abbreviation of mersi (“thanks”)
7520	lopată	noun	shovel, spade
7521	infanterie	noun	infantry
7522	alergare	noun	running
7523	foi	verb	to fuss, bustle, move about
7524	consulta	verb	to consult
7525	defensivă	noun	defensive
7526	cortez	adj	courteous, polite, kind
7527	comandament	noun	commandment
7528	comparativ	adj	comparative
7529	încrezut	adj	arrogant
7530	nesuferit	adj	unbearable
7531	bisturiu	noun	scalpel, bistoury
7532	cârpă	noun	rag; dishcloth
7533	lână	noun	wool
7534	agățat	adj	hung, suspended
7535	clip	noun	clip (video)
7536	prototip	noun	prototype
7537	menține	verb	to maintain, hold out, keep up
7538	echitabil	adj	fair
7539	autobuze	noun	indefinite nominative/accusative/genitive/dative plural of autobuz
7540	teoriei	noun	definite genitive/dative singular of teorie
7541	catering	noun	catering
7542	ovăz	noun	oat, oats
7543	înotat	noun	swimming
7544	monitoriza	verb	to monitor
7545	conservă	noun	preserve
7546	stresant	adj	stressful
7547	strivit	adj	crushed
7548	imprevizibil	adj	unforeseeable
7549	primare	noun	first; primary
7550	cărămizi	verb	to become brick-colored
7551	amenințare	noun	threat; danger
7552	anchete	noun	plural of anchetă
7553	vatican	adj	Vatican
7554	agat	noun	agate
7555	explora	verb	to explore
7556	milos	adj	compassionate, kindhearted, merciful
7557	escrocherie	noun	fraud
7558	conștient	adj	conscious (of), aware, cognizant
7559	readuce	verb	to bring back
7560	triumf	noun	triumph
7561	diaree	noun	diarrhea
7562	rădăcină	noun	root (of a plant)
7563	formal	adj	formal
7564	marcia	noun	march
7565	sfera	noun	definite nominative/accusative singular of sferă
7566	mărci	noun	plural of marcă
7567	regilor	noun	definite genitive/dative/vocative plural of rege
7568	lut	noun	clay, loam; mud, dirt
7569	dedic	verb	first-person singular present indicative/subjunctive of dedica
7570	vărsare	noun	spilling, the act of spilling
7571	prizonieră	noun	female equivalent of prizonier
7572	răzbunat	adj	avenged
7573	suspiciune	noun	suspicion
7574	tonic	noun	tonic
7575	nud	adj	nude, naked
7576	neclar	adj	unclear, hazy
7577	vecină	adj	feminine singular nominative/accusative of vecin
7578	tanti	noun	auntie; an older woman
7579	lesă	noun	leash
7580	visuri	noun	plural of vis (“dreams”)
7581	haită	noun	pack (of dogs or wolves)
7582	curbă	noun	curve
7583	călări	verb	to ride (a horse)
7584	expertă	noun	female equivalent of expert
7585	măcelărit	adj	slaughtered
7586	situat	adj	rich, wealthy
7587	convocat	adj	convoked
7588	ceapa	noun	definite nominative/accusative singular of ceapă
7589	scârbă	noun	disgust, repugnance, aversion, nausea
7590	românia	name	Romania (a country in Southeastern Europe)
7591	elf	noun	elf
7592	absorbit	adj	absorbed; preoccupied, absent
7593	rulare	noun	rolling
7594	ruptură	noun	rupture
7595	amanet	noun	pawn, pawnshop
7596	intelectual	noun	intellectual
7597	ciumă	noun	plague, pest, pestilence
7598	ferit	adj	hidden, isolated, little known
7599	copertă	noun	cover
7600	paranoică	noun	female equivalent of paranoic
7601	morse	noun	Morse code
7602	ares	name	Ares (god of war)
7603	ara	verb	to plough
7604	aci	adv	synonym of aici (“here”)
7605	inventar	noun	inventory
7606	cunoaște	verb	to know (a person)
7607	mentor	noun	mentor
7608	basta	adv	enough
7609	vicios	adj	lecherous, perverted, depraved
7610	uns	adj	covered with a fatty substance
7611	cascada	noun	definite nominative/accusative singular of cascadă
7612	copenhaga	name	Copenhagen (the capital city of Denmark)
7613	vrăjit	adj	bewitched
7614	piersici	noun	indefinite nominative/accusative/genitive/dative plural
7615	necesitate	noun	necessity, need
7616	subliniat	noun	underlining
7617	suedez	adj	Swedish
7618	plută	noun	raft
7619	judecători	noun	plural of judecător
7620	link	noun	link
7621	dorian	noun	Dorian
7622	înșelat	adj	cheated
7623	înclinat	adj	inclined
7624	formalitate	noun	formality
7625	democrat	noun	democrat (supporter of democracy)
7626	scuipa	verb	to spit, spit on, expectorate
7627	vorbitor	noun	speaker, orator
7628	spionat	noun	spying
7629	ăluia	det	genitive/dative masculine/neuter singular of ăla
7630	nodul	noun	nodule
7631	mobilier	noun	furniture
7632	izvor	noun	spring (water source)
7633	retina	noun	definite nominative/accusative singular of retină
7634	pipa	verb	to smoke a pipe
7635	făcusem	verb	first-person singular pluperfect indicative of face
7636	contagios	adj	contagious
7637	venin	noun	venom; malice
7638	jocurilor	noun	definite genitive/dative plural
7639	adresat	adj	addressed
7640	tampon	noun	buffer; tampon
7641	absolvi	verb	to absolve (pronounce free from a penalty)
7642	decan	noun	dean
7643	aparține	verb	to belong, to be part of, to pertain
7644	mango	noun	mango
7645	olandez	adj	of the Netherlands; Dutch
7646	targă	noun	bier, litter, stretcher
7647	credincioasă	noun	female equivalent of credincios
7648	duse	verb	third-person singular simple perfect indicative of duce
7649	doctorat	noun	doctorate
7650	fiți	verb	second-person plural present subjunctive of fi
7651	bogata	noun	definite nominative/accusative singular of bogată
7652	repejor	adv	diminutive of repede; pretty quickly
7653	morții	adj	nominative/accusative masculine plural of mort
7654	pijama	noun	pyjamas
7655	alimentat	adj	fueled; nourished
7656	grajduri	noun	nominative/accusative indefinite plural of grajd
7657	asigurată	noun	female equivalent of asigurat
7658	verbal	adj	verbal
7659	porți	noun	plural of poartă
7660	martoră	noun	female equivalent of martor
7661	formulare	noun	formulation
7662	asiatic	adj	Asian
7663	varietate	noun	variety; manifold
7664	făină	noun	flour (ground cereal grains)
7665	compromite	verb	to compromise
7666	admiram	verb	first-person singular/plural imperfect indicative of admira
7667	timpurilor	noun	definite dative/genitive plural
7668	cristale	noun	indefinite plural of cristal (“crystal”)
7669	spectatori	noun	indefinite nominative/accusative/genitive/dative plural of spectator
7670	recrutare	noun	recruitment
7671	tribut	noun	tribute
7672	joker	noun	joker
7673	mămică	noun	mommy, mummy, mom, mum
7674	certe	verb	third-person singular/plural present subjunctive of certa
7675	încuraja	verb	to encourage
7676	comită	noun	comet
7677	ten	noun	color of the face
7678	pregătea	verb	third-person singular imperfect indicative of pregăti
7679	deplasare	noun	movement
7680	critice	verb	third-person singular/plural subjunctive present of critica (“to criticise”)
7681	toane	noun	plural of toană
7682	brațul	noun	definite nominative/accusative singular of braț
7683	predarea	noun	definite nominative/accusative singular of predare
7684	curvele	noun	definite nominative/accusative plural of curvă
7685	hu	intj	hoot (cry made by an owl)
7686	medalion	noun	medallion
7687	terminase	verb	third-person singular pluperfect indicative of termina
7688	candida	noun	thrush
7689	ventilator	noun	ventilator, fan
7690	mucegai	noun	mold, mildew; moldiness, mustiness
7691	marmură	noun	marble (crystalline limestone)
7692	leopard	noun	leopard
7693	împerechere	noun	pairing
7694	dobândă	noun	interest
7695	cardiacă	noun	female equivalent of cardiac
7696	întâlneam	verb	first-person singular/plural imperfect indicative of întâlni
7697	lau	verb	first-person singular present indicative/subjunctive
7698	inundat	adj	flooded
7699	egiptean	adj	Egyptian
7700	trecătoare	noun	mountain pass, col
7701	înapoia	verb	to return
7702	confesiune	noun	confession
7703	invincibil	adj	invincible
7704	avertiza	verb	to warn [with de ‘of’]
7705	trip	noun	trip (hallucination caused by drugs)
7706	fault	noun	foul
7707	imoral	adj	immoral
7708	aluat	noun	dough
7709	pildă	noun	model, paragon, example
7710	scad	verb	first-person singular present indicative/subjunctive
7711	colibă	noun	hut, shack, hovel, lodge, cabin
7712	colț	noun	corner, nook; angle
7713	poponari	noun	plural of poponar
7714	salvator	adj	saving; that saves
7715	cuvintelor	noun	definite genitive plural of cuvânt: of the words
7716	miliardar	noun	billionaire
7717	mărturisi	verb	to confess; to own up, to come clean
7718	impulsiv	adj	impulsive
7719	dorească	verb	third-person singular/plural present subjunctive of dori
7720	turism	noun	tourism
7721	marsilia	name	Marseille
7722	tor	noun	torus
7723	argintiu	adj	silver (in color)
7724	fumeze	verb	third-person singular/plural present subjunctive of fuma
7725	cavalerie	noun	cavalry
7726	detaliat	adj	detailed
7727	spulberat	adj	shattered
7728	cartela	verb	to create a cartel
7729	barou	noun	bar
7730	fuck	intj	fuck!
7731	trimestru	noun	trimester
7732	labe	noun	indefinite plural
7733	cartelă	noun	card (typically a telephone, travel or access card)
7734	alți	det	nominative/accusative masculine plural of alt
7735	părem	verb	first-person plural indicative/subjunctive present of părea (“to seem”)
7736	exemple	noun	indefinite nominative/accusative/genitive/dative plural of exemplu
7737	milostiv	adj	merciful
7738	gâscă	noun	goose (a grazing waterfowl of the family Anatidae)
7739	plictisită	adj	feminine singular of plictisit
7740	ticăloasă	noun	female equivalent of ticălos
7741	pânzele	name	a river in Vâlcea County, Romania, tributary to the Câinele
7742	flutura	verb	to flutter, float, flit
7743	catalina	name	a commune of Covasna County, Romania
7744	zecea	adj	tenth
7745	spărgător	adj	burglar
7746	camuflaj	noun	camouflage
7747	zăpăcit	adj	bewildered
7748	încălzi	verb	to warm, heat; to heat up
7749	abur	noun	steam, vapor; thin fog
7750	literă	noun	letter (of the alphabet)
7751	admirabil	adj	admirable
7752	insuportabil	adj	unbearable
7753	ghida	verb	to guide
7754	autoapărare	noun	self-defence
7755	barbar	noun	barbarian
7756	puterilor	noun	definite genitive/dative plural
7757	insensibil	adj	insensitive
7758	aceleași	det	nominative/accusative feminine/neuter plural of același
7759	strâmt	adj	narrow, tight
7760	dealului	noun	definite genitive/dative singular of deal
7761	purtare	noun	behaviour; bearing, carrying
7762	zahărul	noun	definite nominative/accusative singular of zahăr
7763	găseam	verb	first-person singular/plural imperfect indicative of găsi
7764	siria	name	Syria (a country in West Asia in the Middle East)
7765	tiran	noun	tyrant
7766	mansardă	noun	attic
7767	comercială	adj	indefinite feminine nominative/accusative singular of comercial
7768	busola	noun	definite nominative/accusative singular of busolă
7769	aspra	name	a village in Vima Mică, Maramureș County, Romania
7770	gorilă	noun	gorilla (ape)
7771	marionetă	noun	marionette; puppet
7772	polițiștii	noun	definite nominative/accusative plural of polițist
7773	arabă	noun	Arabic; female Arab
7774	învinui	verb	to accuse
7775	sfătui	verb	to advise, counsel
7776	tao	noun	tao
7777	particulele	noun	definite nominative/accusative plural of particulă
7778	culminant	adj	culminating
7779	lavă	noun	lava
7780	bambus	noun	bamboo (plant, cane)
7781	vază	noun	vase, flower vase, flowerpot
7782	rocă	noun	rock
7783	intervievat	adj	interviewed
7784	admitere	noun	admittance
7785	henric	name	a male given name from Latin, equivalent to English Henry
7786	camarad	noun	comrade
7787	contaminat	adj	contaminated
7788	vizibile	adj	visible
7789	basma	noun	kerchief
7790	grizzly	noun	grizzly bear (A North American subspecies, Ursus arctos horribilis, of the brown bear)
7791	avocată	noun	female equivalent of avocat
7792	poster	noun	poster
7793	stokes	noun	stokes
7794	ole	intj	ole
7795	acoperiș	noun	roof
7796	finalizat	adj	completed
7797	rafinat	adj	refined; fine, exquisite, delicate
7798	antreprenor	noun	entrepreneur
7799	foamete	noun	famine, starvation
7800	tatuat	adj	tattooed
7801	invidios	adj	envious
7802	completez	verb	first-person singular present indicative/subjunctive of completa
7803	implicam	verb	first-person singular/plural imperfect indicative of implica
7804	previzibil	adj	foreseeable
7805	cascadă	noun	waterfall (flow of water over the edge of a cliff)
7806	instant	adj	instant (very quickly and easily prepared)
7807	inversa	verb	to reverse
7808	trântit	adj	slammed, sprawled, thrown down
7809	rezumat	noun	summary
7810	por	noun	pore
7811	numărului	noun	definite genitive/dative singular of număr
7812	frontal	adj	frontal
7813	complicitate	noun	complicity
7814	exmatriculat	adj	expelled (from a school)
7815	suspendare	noun	suspension
7816	triunghi	noun	triangle
7817	difuzor	noun	speaker, loudspeaker
7818	mitralieră	noun	machine gun
7819	feribot	noun	ferryboat
7820	lipsite	adj	feminine/neuter plural of lipsit
7821	arsenal	noun	arsenal, armoury
7822	ultra	adj	ultra, extreme
7823	cifra	verb	to quantify; to cypher
7824	formeze	verb	third-person singular/plural present subjunctive of forma
7825	imperială	noun	imperial (An outside seat on a diligence or carriage)
7826	tornadă	noun	tornado
7827	decolat	adj	which took off (about a plane)
7828	punk	adj	punk
7829	stoarce	verb	to squeeze, wring, twist
7830	răspunzător	adj	responsible
7831	virtute	noun	virtue, virtuousness
7832	îndesat	adj	stuffed
7833	satur	verb	first-person singular present indicative/subjunctive of sătura
7834	soacra	noun	definite nominative/accusative singular of soacră
7835	încoa	adv	hither, here, this way, in my direction
7836	scutit	adj	exempt
7837	șansa	noun	definite nominative/accusative singular of șansă
7838	hilar	adj	hilarious
7839	carnet	noun	notebook; driving license
7840	rabin	noun	rabbi
7841	insulte	verb	third-person singular/plural present subjunctive of insulta
7842	2-a	adj	abbreviation of doua
7843	membră	noun	female equivalent of membru
7844	preocupare	noun	concern
7845	nucleul	noun	nominative/accusative definite singular articulation of nucleu
7846	directoare	noun	female equivalent of director
7847	furtun	noun	hose (flexible tube)
7848	psihologia	noun	definite nominative/accusative singular of psihologie
7849	îndurare	noun	pity, compassion, mercy
7850	temeri	noun	plural of temere
7851	spinării	noun	definite genitive/dative singular of spinare
7852	sui	verb	to get in; to mount, climb up
7853	obscen	adj	obscene
7854	lan	noun	field (arable land)
7855	decisiv	adj	decisive
7856	psihiatric	adj	psychiatric
7857	interogare	noun	interrogation
7858	decapitat	adj	beheaded
7859	vid	adj	empty
7860	colaps	noun	collapse
7861	separare	noun	separation
7862	abandonăm	verb	first-person plural present indicative/subjunctive of abandona
7863	localizare	noun	localization
7864	australian	adj	Australian
7865	sucit	noun	twisted; scatterbrained
7866	bodyguard	noun	bodyguard
7867	scutura	verb	to shake, agitate, rock, jolt
7868	revino	verb	second-person singular imperative of reveni
7869	planet	noun	planet (rocky or gaseous spherical bodies orbiting the Sun)
7870	generozitate	noun	generosity; magnanimity
7871	coreean	adj	Korean
7872	străpuns	adj	pierced
7873	clarificam	verb	first-person singular/plural imperfect indicative of clarifica
7874	mănăstirea	name	a village in Pătârlagele, Buzău County, Romania
7875	cutremure	noun	plural of cutremur
7876	stagiar	adj	probationary
7877	considerabil	adj	considerable
7878	gropi	noun	plural of groapă
7879	detector	noun	detecter
7880	orientare	noun	orientation
7881	bărbierit	noun	shaving
7882	tir	noun	shooting (of a weapon)
7883	cj	name	abbreviation of Cluj: a county of Romania
7884	încasa	verb	to receive cash
7885	ciocnit	adj	collided
7886	urmelor	noun	definite genitive/dative plural of urmă
7887	obligi	verb	second-person singular present indicative/subjunctive of obliga
7888	murea	verb	third-person singular imperfect indicative of muri
7889	pascal	adj	Paschal
7890	sedus	adj	seduced
7891	primea	verb	third-person singular imperfect indicative of primi
7892	culege	verb	to collect, gather
7893	desena	verb	to draw (produce a picture)
7894	caracteristici	adj	nominative/accusative masculine plural of caracteristic
7895	tam-tam	noun	tam-tam; big noise
7896	clientă	noun	female equivalent of client
7897	abandonate	adj	indefinite nominative/accusative/genitive/dative neuter/feminine plural
7898	sin	noun	son of (in patronymics)
7899	păcăleală	noun	hoax, farce
7900	ospitalitate	noun	hospitality
7901	brichetă	noun	lighter
7902	capsulă	noun	capsule
7903	îmbăt	verb	first-person singular present indicative/subjunctive of îmbăta
7904	fundamental	adj	fundamental
7905	vream	verb	first-person singular/first-person plural imperfect indicative of vrea
7906	avansa	verb	to advance, to progress
7907	consola	verb	to console
7908	conductă	noun	duct
7909	regine	noun	indefinite genitive/dative singular
7910	economisit	adj	saved (about money)
7911	carceră	noun	solitary confinement
7912	culturile	noun	definite nominative/accusative plural of cultură
7913	regretabil	adj	unfortunate
7914	greci	noun	indefinite plural of grec
7915	răsplăti	verb	to reward
7916	incompetent	adj	incompetent
7917	strădui	verb	to try one's best
7918	clinic	adj	clinical
7919	albul	noun	definite nominative/accusative singular of alb
7920	gleznă	noun	ankle
7921	glonț	noun	bullet
7922	roșie	adj	feminine nominative/accusative of roșu
7923	aștepți	verb	second-person singular present indicative/subjunctive of aștepta
7924	trezire	noun	arousal, awakening
7925	escroci	noun	plural of escroc
7926	impresiona	verb	to impress
7927	erotic	adj	erotic
7928	ultime	adj	nominative/accusative feminine/neuter plural of ultim
7929	ochiului	noun	definite dative/genitive singular of ochi
7930	împăca	verb	to make up, reconcile, conciliate, come to agreement
7931	tensionat	adj	tense
7932	cafele	noun	plural; genitive/dative singular
7933	improbabil	adj	unlikely
7934	excentric	adj	eccentric, oddball
7935	planifica	verb	to plan
7936	vărsa	verb	to spill (something)
7937	respirat	verb	past participle of respira
7938	oa	intj	ribbit; a sound of a frog
7939	kip	noun	kip
7940	adulter	noun	adultery
7941	perie	noun	brush
7942	anestezie	noun	anesthesia
7943	analist	noun	annalist
7944	vamă	noun	customs duty; customs house
7945	magazia	name	a village in Răchitoasa, Bacău County, Romania
7946	intimidat	adj	intimidated
7947	metro	noun	subway; underground; metro
7948	flămânzi	verb	to starve
7949	lăcomie	noun	greed; avidity
7950	experimental	adj	experiential
7951	crește	verb	to grow, increase
7952	controlului	noun	definite genitive/dative singular of control
7953	orchestră	noun	orchestra
7954	macho	noun	macho
7955	judecătoresc	adj	judiciary
7956	însetat	adj	thirsty
7957	finaliza	verb	to finalize
7958	abandonează	verb	third-person singular/plural present indicative
7959	coaja	noun	definite nominative/accusative singular of coajă
7960	instala	verb	to install
7961	gel	noun	gel
7962	noimă	noun	sense, meaning
7963	perla	verb	to bead
7964	feresc	verb	first-person singular present indicative/subjunctive
7965	intermediar	adj	intermediate
7966	polar	adj	polar
7967	reducem	verb	first-person plural present indicative/subjunctive of reduce
7968	dezertor	noun	deserter
7969	suspans	noun	suspense
7970	cufăr	noun	trunk, chest
7971	pătat	adj	stained; blotchy, speckled, spotted
7972	generali	noun	indefinite plural of general
7973	abandoneze	verb	third-person singular/plural present subjunctive of abandona
7974	indice	noun	index
7975	rutier	adj	related to road transport
7976	cotul	noun	definite nominative/accusative singular of cot
7977	pr	intj	the sound of an object cracking
7978	coase	verb	to sew; to stitch
7979	înconjurător	adj	surrounding
7980	umili	verb	to humiliate; to be in a humiliating situation
7981	strecor	verb	first-person singular present indicative/subjunctive of strecura
7982	mercenar	noun	mercenary
7983	catâr	noun	mule
7984	scădea	verb	to decrease, diminish, shrink, mitigate, reduce
7985	tigaie	noun	frying pan, pan
7986	învârti	verb	to spin, twist, roll, turn about, whirl
7987	minimă	noun	minimum
7988	impus	adj	imposed
7989	investigator	adj	investigating
7990	distribui	verb	to distribute
7991	geacă	noun	jacket
7992	voma	verb	to vomit
7993	filozofie	noun	philosophy (academic discipline)
7994	saliva	verb	to salivate
7995	incendiat	adj	set on fire
7996	bârfă	noun	gossip, chit-chat
7997	jar	noun	embers (glowing coal or wood)
7998	tund	verb	first-person singular present indicative/subjunctive
7999	virgine	noun	indefinite nominative/accusative plural
8000	arsură	noun	burn; burnt place
8001	strangulat	adj	strangled
8002	declare	verb	third-person singular/plural present subjunctive of declara
8003	business	noun	business
8004	dialog	noun	dialog
8005	districtual	adj	districtual
8006	pedofil	noun	pedophile
8007	latură	noun	side; aspect
8008	creator	adj	creative
8009	stampila	verb	to stamp
8010	teza	noun	definite nominative/accusative singular of teză
8011	cazare	noun	accommodation
8012	culturii	noun	definite genitive/dative singular of cultură
8013	sensibilitate	noun	sensitivity
8014	torturezi	verb	second-person singular present indicative/subjunctive of tortura
8015	ramură	noun	branch, bough
8016	adapta	verb	to adapt
8017	nicolae	name	a male given name from Ancient Greek, equivalent to English Nicholas
8018	necinstit	adj	dishonest
8019	treisprezece	num	thirteen
8020	regional	adj	regional
8021	furând	verb	gerund of fura
8022	poanta	verb	alternative form of ponta
8023	derutat	adj	confused
8024	tactic	adj	tactical
8025	tăiere	noun	cut
8026	regent	noun	regent
8027	ignore	verb	third-person singular/plural present subjunctive of ignora
8028	norul	noun	definite nominative singular of nor: the cloud
8029	milan	noun	kite (bird)
8030	mecanică	noun	female equivalent of mecanic
8031	budapesta	name	Budapest (the capital city of Hungary)
8032	horror	adj	horror
8033	excesiv	adj	excessive
8034	denumit	adj	named
8035	deviat	adj	deviant
8036	opiu	noun	opium
8037	sabotaj	noun	sabotage
8038	fisură	noun	fissure
8039	wyoming	name	Wyoming (a state of the United States, formerly a territory)
8040	galbeni	adj	nominative/accusative masculine plural of galben
8041	ucigaș	adj	killer
8042	pistolar	noun	pistoleer, gunman
8043	reproducere	noun	reproduction
8044	piure	noun	mashed potatoes (short for piure de cartofi)
8045	feminine	adj	feminine/neuter plural nominative/accusative of feminin
8046	ciori	noun	plural of cioară
8047	imun	adj	immune
8048	dansuri	noun	plural of dans
8049	creând	verb	gerund of crea (“to create”)
8050	preț	noun	price
8051	testicule	noun	plural of testicul (“testicles”)
8052	tatuajele	noun	definite nominative/accusative plural of tatuaj
8053	grupă	noun	group
8054	sarcastic	adj	sarcastic
8055	răpi	verb	to ravish; to kidnap, abduct
8056	echipat	adj	equipped
8057	descarc	verb	first-person singular present indicative/subjunctive of descărca
8058	maternitate	noun	maternity
8059	aplauda	verb	to applaud, clap
8060	investitor	noun	investor
8061	franța	name	France (a country located primarily in Western Europe)
8062	realmente	adv	really
8063	păros	adj	hairy; fuzzy
8064	tutore	noun	guardian (a person legally responsible for a minor)
8065	îngrijitor	noun	caretaker
8066	orgie	noun	orgy
8067	calmat	adj	calmed down
8068	sic	adv	sic
8069	introducere	noun	introduction
8070	rebeliune	noun	rebellion
8071	pensiune	noun	boarding house, pension, board and lodging
8072	recrut	noun	recruit
8073	neidentificat	adj	unidentified
8074	specimen	noun	specimen
8075	anonimă	adj	nominative/accusative feminine singular of anonim
8076	irlandeză	adj	nominative/accusative feminine singular of irlandez
8077	solduri	noun	plural of sold
8078	telefonie	noun	telephony
8079	preparat	noun	preparation
8080	eliminare	noun	elimination
8081	prune	noun	plural of prună
8082	bandaj	noun	bandage
8083	telecomandă	noun	remote control
8084	analizează	verb	third-person singular/plural present indicative
8085	mafie	noun	mafia
